Depth,ROP(1 ft),WOB (k-lbs),Temp Out( degF),Temp In(degF),Pit Total (bbls),Pump Press (psi),ROP(1 min),Hookload (k-lbs),Surface Torque (psi),Rotary Speed (rpm),Flow In (gpm),Flow Out %,WH Pressure (psi),H2S Floor,H2S Cellar,H2S Pits
288.75,128.23,4.25,102.18,100.29,186.29,450.38,69.97,76.15,11.26,0,1041.18,96.56,-1231.07,0,-0.03,0.29
289.81,112.68,7.3,101.99,100.4,186.01,451.9,80.97,73.1,11.3,0,1042.4,95.65,-1231.07,0,-0.03,0.29
290.94,312.05,8.6,101.95,100.48,185.97,454.19,109.39,71.8,11.34,0,1041.59,95.18,-1231.07,0,-0.03,0.29
291.97,116.21,32.39,101.76,100.59,185.56,455.33,112.93,48.01,11.34,0,1042.4,93.41,-1231.07,0,-0.01,0.29
292.97,144.23,9.13,101.72,100.67,185.39,456.09,120.51,71.27,11.37,0,1045.04,92.5,-1231.45,0,-0.02,0.29
293.98,200.33,8.98,101.65,100.67,185.23,454.95,133.8,71.42,11.41,0,1043.42,90.64,-1231.07,0,-0.03,0.29
295.07,260.58,12.56,101.65,100.67,185.05,454.57,153.55,67.84,11.41,0,1044.43,90.59,-1231.45,0,-0.03,0.28
296.23,132.23,37.35,101.57,100.75,185.11,461.81,146.74,43.05,11.41,0,1050.12,89.96,-1231.45,0,-0.01,0.29
297.23,81.95,15,101.57,100.82,184.97,460.67,126.93,65.4,11.45,0,1049.11,85.05,-1231.07,0,-0.02,0.29
298.36,139.87,27.28,101.57,100.82,184.87,457.24,131.7,53.12,11.41,0,1048.9,82.39,-1231.07,0,-0.01,0.28
299.42,255.42,17.6,101.61,100.82,184.86,456.86,149.17,62.8,11.41,0,1045.45,82.11,-1231.07,0,-0.01,0.29
300.58,143.77,31.63,101.68,100.82,184.53,459.53,149.11,48.77,11.41,0,1047.28,83.79,-1230.69,-0.01,-0.02,0.28
301.61,100.5,6.69,101.76,100.82,184.53,457.24,135.74,73.71,11.45,0,1044.23,81.88,-1231.07,0,-0.02,0.28
302.62,75.13,8.14,101.91,100.82,184.2,453.81,112.32,72.26,11.45,0,1046.26,81.43,-1231.07,0,-0.03,0.29
303.65,90.63,31.25,102.03,100.78,183.77,453.04,102.01,49.15,11.53,0,1044.43,81.5,-1231.07,0,-0.02,0.29
304.65,92.46,13.18,102.18,100.82,182.87,450.76,102.68,67.23,11.56,0,1043.62,82.85,-1231.07,0,-0.02,0.29
305.75,93.91,23.39,102.37,100.82,182.74,453.04,95.97,57.01,11.68,0,1046.67,84.09,-1231.45,0,-0.01,0.29
306.75,116.31,27.28,102.48,100.86,182.19,452.28,102.34,53.12,11.75,0,1044.23,85.58,-1231.07,0,-0.02,0.29
307.84,133.81,35.74,102.64,100.86,181.48,456.86,104.61,44.66,11.75,0,1048.3,84.81,-1231.07,0,-0.02,0.29
308.91,109.47,23.54,102.83,100.9,180.88,451.52,109.57,56.86,11.75,0,1047.07,83.67,-1231.07,0,-0.02,0.28
309.94,115.9,10.35,102.9,100.97,180.6,451.14,111.18,70.05,11.72,0,1044.23,86.54,-1231.07,0,-0.01,0.29
311.07,256.66,9.21,102.94,100.94,180.52,451.14,128.9,71.19,11.72,0,1046.26,88.38,-1231.07,0,-0.03,0.28
312.1,109.37,5.93,103.02,101.01,179.85,452.28,127.92,74.47,11.75,0,1045.86,87.52,-1231.07,0,-0.02,0.29
313.13,309.87,6.92,103.09,101.05,179.22,445.42,149.26,73.48,11.72,0,1040.36,86.79,-1231.07,0,-0.01,0.29
314.2,201.65,4.02,103.17,101.09,179.08,451.14,157.95,76.38,11.72,0,1042.4,86.7,-1231.07,0,-0.02,0.28
315.2,400.65,20.88,103.21,101.09,179.03,449.99,179.14,59.52,11.75,0,1042.2,86.12,-1230.69,0,-0.02,0.29
316.29,262.93,10.58,103.21,101.13,178.67,450.76,188.26,69.82,11.75,0,1043.01,87.17,-1231.07,0,-0.03,0.29
317.45,208.45,13.63,103.25,101.17,178.32,452.66,192.09,66.77,11.79,0,1045.04,85.58,-1230.69,0,-0.01,0.29
318.45,106.06,15.84,103.32,101.24,177.3,453.04,169.87,64.56,11.83,0,1044.43,85.28,-1231.07,0,0,0.29
319.49,81.23,11.8,103.44,101.43,176.86,448.09,121.01,68.6,11.98,0,1044.64,84.81,-1231.07,0,-0.02,0.3
322.14,0,17.83,103.48,101.47,176.72,452.28,96.59,62.57,12.06,0,1042.4,86.23,-1231.07,0,-0.02,0.29
323.36,93.82,23.01,103.51,101.55,175.96,451.9,147.88,57.39,12.14,0,1040.57,87.33,-1231.07,0,-0.02,0.29
324.36,111.89,32.85,103.55,101.7,175.43,449.99,128.49,47.55,12.21,0,1038.74,89.03,-1231.07,0,-0.01,0.29
325.39,52.71,24.54,103.59,101.85,174.53,447.33,91.18,55.86,12.25,0,1039.14,88.17,-1231.45,0,-0.03,0.29
326.44,78.11,22.32,103.59,101.93,173.84,447.33,81.99,58.08,12.36,0,1038.73,87.33,-1230.69,0.01,-0.02,0.3
327.51,124.84,19.12,103.59,102.04,173.81,453.43,94.54,61.28,12.36,0,1044.03,87,-1231.07,0,-0.02,0.31
327.92,125.99,13.02,104.35,104.18,176.46,445.04,90.73,67.38,14.39,0,1010.67,67.38,-1230.69,0.03,-0.04,0.4
329,69.09,8.68,104.5,104.1,176.79,448.09,76.62,71.72,14.69,0,1013.11,67.91,-1230.31,0.01,-0.03,0.44
330.07,258,2.5,104.66,104.06,176.73,443.89,102.3,77.9,14.84,0,1011.68,67.41,-1230.31,0.02,-0.02,0.43
331.1,205,19.81,104.77,104.06,176.89,446.94,120.29,60.59,14.99,0,1015.75,68.43,-1230.31,0.01,-0.02,0.43
332.1,70.36,2.58,105.11,103.95,177.2,446.94,96.67,77.82,15.26,0,1016.77,68.99,-1230.69,0.01,-0.04,0.39
333.1,73.45,4.02,105.31,103.87,177.18,448.09,84.57,76.38,15.57,0,1014.53,68.96,-1230.31,0.02,-0.03,0.39
334.12,246.01,11.65,105.38,103.87,177.38,445.04,106.87,68.75,15.53,0,1010.26,66.76,-1230.31,0.02,-0.03,0.38
335.15,147.59,4.18,105.46,103.87,177.42,446.18,116.09,76.22,15.61,0,1010.47,69.55,-1230.31,0.02,-0.03,0.37
336.27,159.23,11.57,105.57,103.91,177.44,448.09,121.69,68.83,15.53,0,1009.45,72.09,-1230.31,0.01,-0.03,0.37
337.4,150,11.8,105.65,103.87,177.49,442.75,128.91,68.6,15.45,0,1009.24,69.69,-1230.31,0.01,-0.04,0.37
338.45,114.53,5.55,105.72,103.87,177.71,441.61,123.65,74.85,15.3,0,1004.97,70.95,-1230.31,0.01,-0.03,0.37
339.47,230.63,26.9,105.76,103.91,177.69,437.41,138.52,53.5,15.22,0,1003.14,70.22,-1230.69,0.01,-0.04,0.37
340.47,34.62,4.63,105.95,104.02,177.81,434.36,79.84,75.77,15.41,0,1008.64,69.93,-1230.31,0.01,-0.03,0.5
341.52,297.68,11.5,105.99,104.02,177.9,439.32,103.91,68.9,15.34,0,1008.03,68.64,-1230.69,0.01,-0.03,0.49
342.65,219.99,13.48,106.11,104.52,177.9,435.89,141.61,66.92,15.26,0,1000.91,69.34,-1230.31,0.01,-0.04,0.38
343.7,87.9,7,106.07,104.56,177.47,437.79,123.62,73.4,15.26,0,1000.3,67.14,-1230.31,0.02,-0.02,0.41
344.77,120.94,9.9,106.03,104.6,177.29,446.94,124.58,70.5,15.15,0,1020.41,72.15,-1230.31,0.01,-0.04,0.4
345.8,514.29,0.9,106.26,105.36,172.18,403.1,33.03,79.5,14.65,0,948.09,66.85,-1229.93,0.02,-0.05,0.38
346.75,361.31,8.42,103.48,104.63,253.99,464.48,80.13,51.98,6.91,207.23,1045.8,60.35,0.64,0.02,-0.04,0.47
347.85,496.77,9.11,103.51,104.63,254.24,459.14,114.16,51.29,6.91,218.25,1045.39,60.38,0.64,0.02,-0.04,0.46
348.88,309.6,0,103.63,104.6,254.53,464.1,138.65,61.81,6.87,263.26,1043.34,60.27,0.64,0.02,-0.04,0.46
349.94,518.39,4.38,103.7,104.6,254.83,464.86,163.04,56.02,6.91,263.84,1048.26,60.59,0.64,0.01,-0.04,0.46
350.95,604.82,4.46,103.74,104.56,255,463.34,189.96,55.94,6.87,264.94,1048.25,60.38,0.64,0.01,-0.04,0.46
352.05,794.88,0,103.82,104.48,255.03,460.67,219.94,61.35,6.87,100.58,1048.46,60.35,0.64,0.01,-0.04,0.46
353.08,863.99,10.56,103.82,104.52,255.18,466.01,240.42,49.84,6.87,109.68,1044.77,60.18,0.64,0.02,-0.04,0.47
354.19,794.88,6.29,103.86,104.52,255.41,462.19,275.45,54.11,6.87,271.58,1043.14,57.57,0.64,0.02,-0.03,0.47
355.22,719.99,24.97,103.89,104.52,255.57,461.05,296.12,35.43,6.87,92.26,1042.73,58.68,0.64,0.01,-0.03,0.46
356.23,499.18,26.42,103.93,104.52,255.71,467.91,304.21,33.98,6.87,89.18,1044.77,58.92,0.64,0.02,-0.04,0.45
357.31,530.2,10.33,103.97,104.52,255.77,466.39,315.65,50.07,6.84,97.19,1045.59,57.16,0.64,0.01,-0.04,0.46
358.41,124.19,1.1,104.12,104.41,256.11,461.43,275.51,59.3,6.8,87.95,1043.34,65.86,0.64,0.02,-0.05,0.45
359.54,451.2,16.89,104.16,104.48,256.13,464.48,287.75,43.51,6.8,71.04,1043.55,66.27,0.64,0.01,-0.03,0.45
360.74,431.98,28.56,104.2,104.44,256.13,469.06,296.63,31.85,6.84,74.19,1046.61,66.21,0.64,0.03,-0.03,0.45
361.85,2977.91,0,106.03,105.05,266.01,461.43,264.25,75.31,6.8,62.71,1044.57,59.62,-0.51,0.02,-0.04,0.67
362.89,310.21,0,105.99,105.02,266.01,453.81,269.53,60.44,6.76,68.02,1046,59.04,-0.51,0.01,-0.04,0.66
363.9,133.82,3.62,106.22,105.05,266.74,460.29,235.4,56.78,6.8,98.08,1042.11,60.09,-0.51,0.01,-0.04,0.68
364.93,374.41,23.45,106.26,105.05,266.95,466.39,248.7,36.95,6.84,80.28,1045.58,59.83,-0.51,0.02,-0.04,0.7
365.98,75.84,27.38,101.3,104.33,277.63,225.06,91.05,57.62,4.66,41.31,737.26,51.26,3.31,0,-0.02,0.31
366.99,50.61,26.77,101.72,104.33,277.64,220.48,71.68,58.23,4.7,70.26,739.1,53.05,3.31,0,-0.01,0.32
368,106.36,3.13,102.29,104.18,275.66,319.99,34.26,81.87,4.74,49.12,845.36,59.69,3.69,0,-0.03,0.32
369.04,97.97,12.67,102.71,104.14,275.56,326.85,53.93,72.33,4.74,46.87,852.73,58.49,3.31,0,-0.02,0.32
370.05,34.62,4.96,103.48,104.18,275.55,325.71,36.31,80.04,4.78,72.99,860.52,61.95,3.69,0,-0.01,0.31
371.08,127.55,20.29,103.4,104.22,275.55,324.56,58.65,64.71,4.74,93.46,858.27,62.53,3.69,0,-0.02,0.31
372.12,128.38,20.6,103.48,104.22,275.57,326.09,75.78,64.4,4.74,88,860.11,62.59,3.69,0,-0.02,0.32
373.13,98.48,27.31,103.55,104.22,275.21,327.23,83.32,57.69,4.74,84.25,862.77,59.99,3.31,0,-0.02,0.32
374.14,82.81,18.99,103.93,104.22,275.2,326.85,84,66.01,4.78,81.56,860.92,58.79,3.69,0,-0.01,0.32
375.2,111.83,13.89,104.05,104.25,275.2,327.99,92.63,71.11,4.78,73.9,861.34,59.05,3.69,0,0,0.31
381,100,6.34,104.05,104.22,275.2,327.61,0,78.66,4.74,79.27,864.4,59.02,3.69,0,-0.02,0.31
382.24,87,0,104.28,104.67,272.18,316.56,44.87,82.55,4.7,76.1,828.1,53.66,4.07,0,-0.02,0.3
383.26,42.94,7.32,104.39,104.63,272.46,336.76,41.55,75.23,4.7,114.54,852.3,57.41,4.07,0,-0.02,0.3
384.3,77.91,13.27,104.77,104.63,272.46,337.91,56.91,69.28,4.66,84.64,853.73,57.76,4.07,0,-0.01,0.3
385.36,112.24,12.96,104.73,104.63,272.45,338.67,73.37,69.59,4.7,111.16,855.16,57.97,4.07,0,-0.01,0.29
386.4,133.56,16.7,104.73,104.63,272.45,337.91,88.7,65.85,4.7,102.8,851.48,57.32,4.07,0,-0.01,0.3
387.41,165.57,17.23,104.73,104.67,272.46,336.38,104.54,65.32,4.7,88.36,851.27,57.76,4.07,0.01,-0.01,0.3
388.43,169.22,2.52,104.66,104.67,272.19,341.72,116.9,80.04,4.7,122.9,852.3,57.53,4.07,0,0,0.3
389.47,249.3,13.73,104.73,104.67,272.18,336.38,135.37,68.83,4.74,111.95,848.82,58.73,4.07,0,-0.01,0.3
390.49,140.9,18.38,104.73,104.67,272.17,340.58,136.96,64.18,4.7,109.6,853.93,59.08,4.07,0,-0.01,0.3
391.53,186.98,18.15,104.81,104.71,272.17,337.91,146.74,64.4,4.7,115.34,848,60.01,4.07,0,-0.01,0.31
392.54,169.23,13.57,104.85,104.71,271.9,339.81,150.81,68.98,4.7,100.11,851.07,60.51,4.07,0,-0.01,0.3
393.56,126.32,7.47,104.81,104.75,271.89,338.29,145.18,75.08,4.7,89.28,852.91,60.01,4.45,0,-0.02,0.3
394.62,95.4,15.02,104.89,104.86,271.91,339.81,129.18,67.53,4.74,72.96,852.91,60.48,4.07,0,-0.02,0.3
395.64,96.41,6.48,104.85,104.83,271.9,341.72,117.74,76.07,4.7,78.88,853.32,59.17,4.07,0,-0.01,0.29
396.66,95.89,16.7,104.81,104.9,271.72,339.05,110.86,65.85,4.7,72.74,852.91,59.52,4.07,0,-0.02,0.29
397.7,124.66,8.39,104.81,104.94,270.5,336.76,114.54,74.16,4.74,75.52,853.54,59.52,4.07,0,-0.01,0.3
398.71,101.75,13.73,104.81,104.94,270.09,360.02,111.56,68.83,4.74,77.11,884.3,61.8,4.45,0,-0.02,0.3
399.77,93.07,9,104.81,104.98,269.92,338.29,104.53,73.55,4.74,80.98,849.43,59.11,4.07,0,-0.01,0.29
400.81,65.61,5.72,104.96,105.02,270.2,324.56,85.46,76.83,4.74,99.2,839.58,58.11,4.07,0,-0.02,0.3
401.83,91.58,8.77,104.92,105.09,269.87,328.76,85.86,73.78,4.74,90.47,839.79,58.02,4.07,0,0,0.3
402.87,93.49,4.27,105,105.09,268.96,326.47,88.03,78.28,4.74,93.64,837.13,57.85,4.07,0,-0.02,0.3
403.91,143.82,4.8,105,105.09,268.83,326.85,100.53,77.75,4.74,89.98,837.94,57.91,4.07,0,-0.02,0.29
404.97,190.78,3.13,105.08,105.13,268.81,331.04,115.6,79.43,4.7,91.02,841.42,57.09,4.07,0,-0.01,0.29
406.01,149.58,10.98,105.11,105.13,268.81,329.9,122.37,71.57,4.74,73.78,844.5,57.56,4.07,0,-0.01,0.29
407.02,77.91,15.55,105.11,105.17,268.81,338.67,105.87,67,4.7,94.41,854.96,58.32,4.07,0,-0.01,0.3
408.04,126.32,13.5,105.19,105.21,268.54,336,112.04,69.06,4.7,76.04,857.21,56.91,4.07,0,-0.02,0.3
409.06,143.82,15.48,105.5,105.21,268.51,337.91,119.13,67.07,4.7,79.64,856.6,56.41,4.07,0,0,0.3
410.08,106,10.75,105.31,105.28,268.51,337.91,114.08,71.8,4.74,78.75,859.26,56.09,4.07,0,-0.01,0.3
411.12,128.95,16.17,105.15,105.32,268.5,342.48,117.36,66.39,4.74,81.93,866.24,56.27,4.45,0,-0.01,0.29
412.14,90.96,2.75,105.15,105.47,270.53,367.64,14.3,79.81,4.7,52,908.94,55.56,4.83,0,-0.01,0.29
413.18,12.75,11.82,106.07,105.59,268.09,393.95,8.71,70.73,4.66,70.52,939.07,58.61,4.45,0,-0.02,0.29
414.2,66.76,13.65,106.3,105.66,267.79,391.28,32.08,68.9,4.7,82.99,938.05,58.23,4.45,0,-0.01,0.29
415.24,81.39,16.7,106.45,105.74,267.79,373.74,49.27,65.85,4.7,80.83,904.74,56.88,4.45,0,-0.01,0.28
416.26,88.74,4.04,105.72,107.8,265.33,364.98,22.99,55.64,4.55,77.08,889.78,58.81,4.83,0,-0.01,0.27
417.3,129.1,12.75,106.03,107.84,265.95,364.21,49.92,46.93,4.51,76.4,886.92,60.01,4.83,0,0,0.27
418.34,155.52,13.27,106.33,107.84,265.99,366.88,71.05,46.41,4.55,78.14,892.64,58.67,4.83,0.01,0,0.26
419.4,131.58,17.68,106.83,107.88,266,365.74,87.24,42,4.51,73.17,888.97,58.23,4.83,0,-0.01,0.27
420.44,149.76,10.12,107.1,107.88,266,366.12,101.26,49.56,4.51,82.96,888.15,59.37,4.83,-0.01,-0.01,0.27
421.48,170.18,10.54,107.21,107.88,266,368.41,115.3,49.14,4.55,78.78,892.45,61.16,5.21,0,-0.02,0.26
422.52,55.87,10.75,107.48,107.91,265.99,371.46,89.62,48.93,4.55,76.74,894.29,60.01,5.21,0,-0.02,0.27
423.54,65.79,4.72,107.33,107.95,265.38,371.46,76.65,54.96,4.59,81.99,894.49,61.04,4.83,0,0,0.27
424.6,146.76,2.2,107.36,107.91,265.23,371.84,92.97,57.48,4.55,81.93,893.07,60.28,4.83,0,0,0.28
425.62,141.23,6.3,107.4,107.91,265.2,371.46,104.48,53.39,4.55,80.86,894.29,59.6,5.21,0,-0.02,0.27
426.64,136,4.3,107.36,107.95,264.84,372.6,112.46,55.38,4.55,82.51,894.09,57.64,5.21,0,-0.01,0.27
427.66,70.61,5.25,107.67,107.91,265.22,370.31,97.76,54.43,4.59,83.79,891.43,56.3,4.83,0,-0.01,0.27
428.68,136.01,5.14,107.71,107.91,264.93,371.84,107.2,54.54,4.55,80.43,891.02,59.4,5.21,0,0,0.27
429.7,68,5.35,107.71,107.88,264.85,371.84,90.41,54.33,4.59,86.05,893.27,58.4,5.21,0,-0.02,0.26
430.72,44.77,3.88,107.63,107.91,263.69,372.98,64.39,55.8,4.59,84.92,897.78,59.02,5.21,0,-0.01,0.27
431.74,156,11.59,107.75,107.95,263.28,368.41,84.01,48.09,4.59,79.36,891.64,58.32,5.21,0,-0.01,0.27
432.78,267.42,9.34,107.86,107.99,263.23,369.93,108.47,50.34,4.59,83.45,894.3,58.87,5.21,0,0,0.26
433.8,141.14,16.89,107.82,107.99,263.13,366.12,116.15,42.79,4.59,80.25,891.84,58.73,5.21,0,0,0.27
434.82,122.4,9.02,107.86,107.99,262.91,367.26,118.38,50.66,4.62,84.98,894.3,59.05,5.21,0,-0.01,0.27
435.86,176.72,14.06,107.86,108.03,262.91,367.64,128.27,45.62,4.62,84.89,895.94,58.7,5.21,0,-0.01,0.27
436.88,108,14.32,107.86,107.99,262.7,366.12,121.76,45.36,4.62,84.4,897.99,59.6,4.83,0,-0.01,0.27
437.9,114.75,10.86,107.86,108.03,262.61,367.64,120.38,48.82,4.62,85.44,899.01,58.43,5.21,0,0,0.27
438.92,174.86,2.68,107.94,107.99,262.33,369.17,130.89,57.01,4.62,93.64,894.71,58.35,5.21,0,-0.01,0.27
439.96,178.29,10.81,107.97,108.03,262.27,368.79,139.74,48.87,4.62,90.99,892.25,59.17,5.21,0,0.01,0.26
441,178.14,9.5,107.9,108.07,261.71,369.55,147.6,50.19,4.62,88.18,891.23,58.46,5.21,0,-0.01,0.26
442.02,126.55,8.76,107.9,108.1,261.5,367.26,142.91,50.92,4.62,83.57,885.91,58.02,5.21,0,-0.01,0.27
443.06,176.72,13.59,107.82,108.18,261.48,370.31,148.51,46.09,4.62,86.23,887.75,57.67,5.21,0,0,0.27
444.08,159.65,6.71,107.78,108.26,261.2,367.26,151.77,52.97,4.62,86.02,882.63,57.73,5.21,0,-0.01,0.27
445.15,118.16,7.14,109.19,108.22,268.9,395.09,40.66,52.26,4.55,73.2,894.69,59.84,5.59,0,0,0.25
446.17,159.25,4.42,109.19,108.26,268.57,395.09,66.67,54.98,4.59,76.25,896.12,60.22,5.21,-0.01,0.01,0.24
447.22,105.54,2.44,109.19,108.29,268.53,396.24,78.53,56.96,4.59,77.96,893.46,61.95,5.21,0,0,0.26
448.28,152.03,6.61,109.31,108.29,267.71,392.81,95.11,52.79,4.59,74.88,891.62,61.74,5.21,0,0,0.26
449.29,166.49,2.4,109.35,108.33,268.38,397,109.9,57,4.59,65.21,894.48,61.19,5.59,0,-0.02,0.26
450.33,100.86,4.33,109.42,108.37,267.65,397.76,108.36,55.07,4.59,71.65,895.71,60.66,5.59,0,-0.01,0.25
451.37,162.25,4.15,109.5,108.41,267.6,396.24,119.27,55.25,4.59,67.22,892.85,56.27,5.59,0,-0.01,0.26
452.39,193.52,6.88,109.5,108.45,267.27,395.48,133.21,52.52,4.59,69.23,893.87,57.03,5.59,0,-0.01,0.25
453.48,187.62,9.6,109.46,108.45,267.03,396.24,142.54,49.8,4.59,65.76,893.47,57.41,5.59,-0.01,0,0.26
454.52,93.3,6.08,109.46,108.52,265.97,396.24,125.56,53.32,4.59,69.94,890.8,58.23,5.21,0,-0.01,0.25
455.53,140.87,5.51,109.46,108.52,265.84,392.81,130.14,53.89,4.59,69.72,888.55,56.27,5.21,0,0,0.25
456.61,148.85,12.19,109.54,108.56,265.54,399.67,133.6,47.21,4.59,68.14,895.92,58.02,5.21,0,0,0.26
457.67,140.78,6.17,109.61,108.6,265.19,397.76,136.56,53.23,4.62,66.89,894.9,56.62,5.59,0,-0.01,0.25
458.72,271.55,16.32,109.61,108.64,265.17,397,154.3,43.08,4.59,65.09,895.3,56.88,5.21,0,-0.02,0.25
459.78,131.01,9.29,109.69,108.64,265.15,397.76,150.2,50.11,4.59,67.59,893.46,60.31,5.21,0,-0.01,0.26
460.87,207.35,8.24,109.65,108.64,264.97,395.09,159.1,51.16,4.59,70.42,891.42,59.84,5.21,0,-0.01,0.26
461.89,228.96,17.59,109.69,108.68,264.64,396.24,170.38,41.81,4.59,65.63,894.89,59.05,5.21,0,0,0.25
462.94,190.08,11.57,109.77,108.71,264,394.33,174.56,47.83,4.59,64.32,890.6,58.29,5.59,0,-0.01,0.26
463.98,138.24,10.17,109.77,108.71,263.31,392.43,167.33,49.23,4.59,68.62,890.18,58.52,5.59,0,-0.01,0.25
465.02,95.69,4.68,109.77,108.75,263.28,394.71,142.65,54.72,4.59,69.36,891,58.49,5.21,0,-0.01,0.25
466.05,50.43,11.31,109.73,108.83,261.9,395.86,91.38,48.09,4.59,79.73,892.03,61.36,5.59,0,-0.01,0.26
467.09,65.47,13.29,109.73,108.87,261.3,398.14,78.56,46.11,4.59,78.33,894.49,59.52,5.59,0,0,0.26
468.11,53.08,13.02,109.92,108.98,259.69,394.33,66.14,46.38,4.59,84.34,889.99,60.07,5.59,0,0,0.26
469.16,46.07,10.52,110.3,109.1,259.6,397.38,52.85,48.88,4.62,84.15,891.22,56,5.59,0,0.01,0.26
470.18,126.31,11.4,110.22,109.17,259.11,397,71.6,48,4.62,81.35,890.2,57.23,5.59,0,0.01,0.25
471.22,70.38,16.58,110.41,109.25,257.86,397.76,69.34,42.82,4.59,81.56,891.83,55.94,5.59,0,0,0.25
472.24,56.35,10.43,110.57,109.32,257.82,394.71,63.5,48.97,4.59,87.11,889.99,55.24,5.97,0,0,0.25
473.25,40.24,4.59,110.22,109.67,254.52,398.91,9.66,54.81,4.59,135.9,877.63,59.46,5.97,0,0.01,0.26
474.27,61.04,10.39,110.68,109.71,254.53,395.86,33,49.01,4.55,82.99,878.25,59.14,5.97,-0.01,-0.02,0.25
475.31,71.72,10.56,110.91,109.71,254.52,401.19,48.7,48.84,4.55,103.56,882.75,59.11,5.97,0,0,0.25
476.33,60.04,12.89,110.83,109.74,254.52,400.43,54.52,46.51,4.55,91.17,882.95,59.11,5.59,0,0,0.26
477.34,59.07,2.13,110.99,109.82,254.52,399.29,57.22,57.27,4.59,109.9,879.06,58.84,5.59,0,-0.01,0.26
478.38,98.2,8.9,110.83,109.82,254.52,405.39,69.96,50.5,4.59,91.9,882.54,60.31,5.59,0,-0.01,0.25
479.4,83.18,6.7,110.91,109.86,254.52,417.21,74.44,52.7,4.62,54.19,885.65,62.65,5.59,0,0,0.25
480.41,54.84,11.66,110.8,109.97,254.47,419.88,52.2,47.74,4.59,78.78,896.51,63.41,5.97,0,0,0.24
481.45,67.85,13.16,110.83,110.01,254.16,417.97,58.15,46.24,4.62,85.56,898.14,60.95,5.59,0,-0.01,0.25
482.47,79.62,15.66,110.8,110.05,253.81,418.35,65.88,43.74,4.62,81.44,898.76,63.65,5.59,-0.01,-0.01,0.25
483.49,60.04,12.28,110.8,110.09,253.52,421.4,62.63,47.12,4.66,81.99,899.58,62.06,5.59,0,0,0.24
484.5,61.04,17.11,110.91,110.12,253.29,418.35,61.62,42.29,4.66,75.46,897.12,62.53,5.59,-0.01,-0.01,0.25
485.52,50.17,14.96,111.21,110.16,252.58,417.59,55.94,44.44,4.7,76.44,898.14,63.65,5.59,0,0.01,0.25
486.54,58.14,10.17,111.33,110.2,252.58,419.88,57.71,49.23,4.7,77.14,897.73,64.17,5.59,0,-0.01,0.24
487.55,39.81,12.63,111.52,110.32,252.28,417.21,46.83,46.77,4.7,76.47,890.57,61.95,5.97,0,0,0.25
488.57,47.76,15.44,111.71,110.32,252.28,417.21,46.66,43.96,4.7,83.94,896.51,62.04,5.59,0,-0.01,0.25
489.59,45.78,15.26,111.75,110.39,252.1,419.49,47.77,44.14,4.74,80.62,897.12,62.09,5.59,-0.01,-0.01,0.24
490.61,65.4,13.81,111.86,110.43,251.89,413.01,55.06,45.59,4.78,77.9,894.87,62.62,5.21,-0.01,-0.01,0.24
491.62,55.08,15.26,111.86,110.51,251.36,412.63,55.22,44.14,4.78,85.98,891.38,59.31,5.21,0,0.01,0.24
492.66,124.4,10.78,111.9,110.54,251.21,414.16,73.9,48.62,4.82,85.89,887.28,58.93,5.59,0,-0.01,0.25
493.68,135.66,3.63,111.98,110.58,251.2,410.73,89.44,55.77,4.82,88.21,884.21,58.38,5.97,0,0,0.25
494.73,190.07,9.95,111.94,110.58,251.21,409.96,107.52,49.45,4.82,87.6,891.58,59.14,5.59,0,0.01,0.25
495.75,241.92,10.21,111.94,110.58,251.19,410.73,125.52,49.19,4.82,93.58,886.05,58.17,5.59,0,-0.01,0.24
496.77,244.23,5.73,111.9,110.58,251.2,411.49,143.6,53.67,4.82,89.52,891.17,58.84,5.59,0,0.01,0.24
497.86,262.66,9.64,111.9,110.62,251.2,407.29,159.28,49.76,4.82,95.11,885.44,59.69,5.59,0,-0.01,0.24
498.96,231.77,6.66,111.86,110.66,251.19,410.73,169.95,52.74,4.82,93.37,829.53,59.63,5.97,0,0,0.24
499.96,231.77,6.66,111.86,110.66,251.19,410.73,169.95,52.74,4.82,93.37,829.53,59.63,5.97,0,0,0.24
500.01,237.59,8.06,111.9,110.66,250.99,413.39,181.82,51.34,4.82,94.04,883.8,60.04,5.59,-0.01,-0.01,0.24
501.03,215.04,10.04,111.94,110.66,250.87,414.54,186.45,49.36,4.82,101.3,803.94,58.14,5.59,0,0,0.25
502.07,219.56,11.14,111.94,110.66,250.86,412.63,192.69,48.26,4.82,100.08,881.35,58.43,5.59,0,0,0.24
503.09,152.62,11.4,111.94,110.7,250.52,414.16,185.12,48,4.82,89.1,846.12,58.76,5.59,0,-0.01,0.23
504.14,93.3,14.61,111.21,110.58,247.52,406.15,8.72,44.79,4.78,76.74,851.91,57.97,5.59,0,0,0.25
505.16,61.03,15.4,111.41,110.58,247.52,401.19,33.24,44,4.78,72.71,851.09,58.46,5.21,0,-0.01,0.26
506.18,76.3,19.3,111.44,110.58,247.29,402.34,48.94,40.1,4.78,65.76,850.47,57.73,5.21,0,0,0.25
507.21,38.78,16.14,111.6,110.62,246.47,404.24,47.2,43.26,4.74,90.77,851.7,58.46,5.59,0,0,0.26
508.23,91.07,11.88,111.63,110.62,246.46,405.01,62.33,47.52,4.74,84,852.52,58.26,5.59,0,0,0.25
